Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	140	140
4	0	140
5	162	302
6	0	302
7	0	302
8	0	302
9	397	699
10	1678	2377
11	0	2377
12	1177	3554
13	0	3554
14	0	3554
15	229	3783
16	141	3924
17	117	4041
18	784	4825
19	229	5054
20	0	5054
21	105	5159
22	142	5301
23	236	5537
24	550	6087
25	1793	7880
26	1640	9520
27	780	10300
28	386	10686
29	462	11148
30	5659	16807
31	1142	17949
32	867	18816
33	34	18850
34	648	19498
35	455	19953
36	391	20344
37	690	21034
38	449	21483
39	294	21777
40	664	22441
41	803	23244
42	424	23668
43	1372	25040
44	235	25275
45	2402	27677
46	420	28097
47	325	28422
48	962	29384
49	891	30275
50	153	30428
51	1404	31832
52	410	32242
53	750	32992
54	535	33527
55	629	34156
56	434	34590
57	549	35139
58	670	35809
59	914	36723
60	609	37332
61	434	37766
62	1827	39593
63	1085	40678
64	1383	42061
65	10883	52944
66	2124	55068
67	1407	56475
68	1526	58001
69	1467	59468
70	825	60293
71	1708	62001
72	856	62857
73	2596	65453
74	911	66364
75	806	67170
76	1385	68555
77	2375	70930
78	1095	72025
79	699	72724
80	1024	73748
81	699	74447
82	1492	75939
83	507	76446
84	714	77160
85	3984	81144
86	1462	82606
87	763	83369
88	908	84277
89	1497	85774
90	1853	87627
91	1686	89313
92	1235	90548
93	1575	92123
94	1816	93939
95	976	94915
96	1098	96013
97	1058	97071
98	1690	98761
99	1367	100128
100	3667	103795
101	1149	104944
102	2152	107096
103	1632	108728
104	992	109720
105	458	110178
106	1726	111904
107	1639	113543
108	661	114204
109	445	114649
110	944	115593
111	1342	116935
112	711	117646
113	555	118201
114	440	118641
115	999	119640
116	2276	121916
117	1170	123086
118	254	123340
119	401	123741
120	718	124459
121	1181	125640
122	1519	127159
123	1182	128341
124	647	128988
125	818	129806
126	678	130484
127	845	131329
128	865	132194
129	378	132572
130	1515	134087
131	1076	135163
132	1009	136172
133	645	136817
134	1452	138269
135	2155	140424
136	1487	141911
137	470	142381
138	1164	143545
139	564	144109
140	582	144691
141	282	144973
142	535	145508
143	109	145617
144	141	145758
145	2298	148056
146	1630	149686
147	605	150291
148	782	151073
149	290	151363
150	389	151752
151	383	152135
152	524	152659
153	1032	153691
154	406	154097
155	521	154618
156	591	155209
157	701	155910
158	1046	156956
159	178	157134
160	776	157910
161	653	158563
162	767	159330
163	981	160311
164	550	160861
165	5316	166177
166	1884	168061
167	572	168633
168	674	169307
169	1067	170374
170	1103	171477
171	803	172280
172	2608	174888
173	712	175600
174	533	176133
175	7710	183843
176	1349	185192
177	379	185571
178	732	186303
179	140	186443
180	506	186949
181	148	187097
182	366	187463
183	1462	188925
184	997	189922
185	1281	191203
186	1514	192717
187	594	193311
188	1189	194500
189	1742	196242
190	1512	197754
191	1006	198760
192	535	199295
193	1425	200720
194	860	201580
195	1121	202701
196	508	203209
197	1913	205122
198	2587	207709
199	1072	208781
200	1693	210474
201	1623	212097
202	1918	214015
203	1922	215937
204	2062	217999
205	2322	220321
206	2511	222832
207	2646	225478
208	2482	227960
209	660	228620
210	6011	234631
211	2524	237155
212	1374	238529
213	1432	239961
214	914	240875
215	3004	243879
216	1620	245499
217	1782	247281
218	1699	248980
219	1500	250480
220	6210	256690
221	1710	258400
222	840	259240
223	1607	260847
224	1258	262105
225	1171	263276
226	2527	265803
227	1291	267094
228	1188	268282
229	2036	270318
230	9690	280008
231	3032	283040
232	2097	285137
233	1133	286270
234	2076	288346
235	790	289136
236	1963	291099
237	1578	292677
238	1590	294267
239	2424	296691
240	2532	299223
241	1398	300621
242	2394	303015
243	1966	304981
244	1615	306596
245	3684	310280
246	2220	312500
247	2186	314686
248	2779	317465
249	2453	319918
250	1655	321573
251	2290	323863
252	1789	325652
253	944	326596
254	1138	327734
255	1730	329464
256	2036	331500
257	2702	334202
258	2264	336466
259	1692	338158
260	2615	340773
261	1892	342665
262	1262	343927
263	2156	346083
264	1844	347927
265	1903	349830
266	523	350353
267	2653	353006
268	953	353959
269	1619	355578
270	1573	357151
271	916	358067
272	1153	359220
273	1701	360921
274	1365	362286
275	1920	364206
276	1565	365771
277	1372	367143
278	1924	369067
279	1497	370564
280	408	370972
281	1825	372797
282	1413	374210
283	1808	376018
284	849	376867
285	1057	377924
286	1148	379072
287	1885	380957
288	1058	382015
289	856	382871
290	268	383139
291	411	383550
292	636	384186
293	2090	386276
294	1517	387793
295	1042	388835
296	952	389787
297	1035	390822
298	1360	392182
299	1284	393466
300	694	394160
301	772	394932
302	893	395825
303	1254	397079
304	1697	398776
305	935	399711
306	644	400355
307	884	401239
308	772	402011
309	1182	403193
310	1050	404243
311	1387	405630
312	1021	406651
313	1634	408285
314	1094	409379
315	951	410330
316	331	410661
317	789	411450
318	637	412087
319	1873	413960
320	1207	415167
321	870	416037
322	495	416532
323	196	416728
324	958	417686
325	405	418091
326	230	418321
327	0	418321
328	789	419110
329	249	419359
330	280	419639
331	577	420216
332	435	420651
333	163	420814
334	301	421115
335	395	421510
336	269	421779
337	441	422220
338	356	422576
339	624	423200
340	473	423673
341	392	424065
342	290	424355
343	376	424731
344	272	425003
345	0	425003
346	448	425451
347	0	425451
348	464	425915
349	167	426082
350	452	426534
351	546	427080
352	480	427560
353	450	428010
354	254	428264
355	159	428423
356	0	428423
357	441	428864
358	420	429284
359	95	429379
360	273	429652
361	0	429652
362	175	429827
363	153	429980
364	368	430348
365	105	430453
366	314	430767
367	341	431108
368	0	431108
369	473	431581
370	0	431581
371	268	431849
372	180	432029
373	155	432184
374	494	432678
375	270	432948
376	0	432948
377	119	433067
378	156	433223
379	152	433375
380	224	433599
381	690	434289
382	327	434616
383	160	434776
384	0	434776
385	116	434892
386	256	435148
387	604	435752
388	399	436151
389	249	436400
390	308	436708
391	0	436708
392	0	436708
393	0	436708
394	0	436708
395	0	436708
396	0	436708
397	0	436708
398	0	436708
399	0	436708
400	0	436708
401	0	436708
402	0	436708
403	0	436708
404	0	436708
405	0	436708
406	0	436708
407	0	436708
408	0	436708
409	0	436708
410	0	436708
411	0	436708
412	0	436708
413	0	436708
414	0	436708
415	0	436708
416	0	436708
417	0	436708
418	0	436708
419	0	436708
420	0	436708
421	0	436708
422	0	436708
423	0	436708
424	0	436708
425	0	436708
426	0	436708
427	0	436708
428	0	436708
429	0	436708
430	0	436708
431	0	436708
432	0	436708
433	0	436708
434	0	436708
435	0	436708
436	0	436708
437	0	436708
438	0	436708
439	0	436708
440	0	436708
441	0	436708
442	0	436708
443	0	436708
444	0	436708
445	0	436708
446	0	436708
447	0	436708
448	0	436708
449	0	436708
450	0	436708
451	0	436708
452	0	436708
453	0	436708
454	0	436708
455	0	436708
456	0	436708
457	0	436708
458	0	436708
459	0	436708
460	0	436708
461	0	436708
462	0	436708
463	0	436708
464	0	436708
465	0	436708
466	0	436708
467	0	436708
468	0	436708
469	0	436708
470	0	436708
471	0	436708
472	0	436708
473	0	436708
474	0	436708
475	0	436708
476	0	436708
477	0	436708
478	0	436708
479	0	436708
480	0	436708
481	0	436708
482	0	436708
483	0	436708
484	0	436708
485	0	436708
486	0	436708
487	0	436708
488	0	436708
489	0	436708
490	0	436708
491	0	436708
492	0	436708
493	0	436708
494	0	436708
495	0	436708
496	0	436708
497	0	436708
498	0	436708
499	0	436708
