Cycle	Now Cost	Total Cost

0	0	0
1	0	0
2	0	0
3	208	208
4	0	208
5	241	449
6	0	449
7	0	449
8	0	449
9	357	806
10	1686	2492
11	0	2492
12	1151	3643
13	0	3643
14	0	3643
15	230	3873
16	129	4002
17	141	4143
18	1136	5279
19	684	5963
20	0	5963
21	154	6117
22	231	6348
23	229	6577
24	195	6772
25	1874	8646
26	2592	11238
27	1064	12302
28	236	12538
29	403	12941
30	7011	19952
31	1425	21377
32	1213	22590
33	34	22624
34	997	23621
35	0	23621
36	511	24132
37	595	24727
38	371	25098
39	849	25947
40	595	26542
41	804	27346
42	280	27626
43	2952	30578
44	475	31053
45	2789	33842
46	402	34244
47	367	34611
48	1011	35622
49	1115	36737
50	1684	38421
51	2186	40607
52	2105	42712
53	1496	44208
54	2054	46262
55	1400	47662
56	669	48331
57	908	49239
58	2454	51693
59	2150	53843
60	1086	54929
61	662	55591
62	1260	56851
63	2990	59841
64	3070	62911
65	11185	74096
66	2549	76645
67	2736	79381
68	2095	81476
69	3393	84869
70	1720	86589
71	1639	88228
72	2197	90425
73	5170	95595
74	1641	97236
75	2974	100210
76	2147	102357
77	6259	108616
78	1356	109972
79	855	110827
80	2544	113371
81	1347	114718
82	1874	116592
83	986	117578
84	3480	121058
85	3939	124997
86	1118	126115
87	654	126769
88	1190	127959
89	2283	130242
90	2169	132411
91	2681	135092
92	1148	136240
93	2726	138966
94	2916	141882
95	1565	143447
96	774	144221
97	1740	145961
98	883	146844
99	185	147029
100	4825	151854
101	1435	153289
102	3043	156332
103	2560	158892
104	2565	161457
105	473	161930
106	6806	168736
107	2299	171035
108	478	171513
109	2158	173671
110	3144	176815
111	4897	181712
112	1384	183096
113	1499	184595
114	1907	186502
115	1937	188439
116	2704	191143
117	2163	193306
118	497	193803
119	1851	195654
120	3009	198663
121	1485	200148
122	4403	204551
123	1793	206344
124	3710	210054
125	3257	213311
126	3793	217104
127	687	217791
128	4138	221929
129	616	222545
130	3592	226137
131	2759	228896
132	842	229738
133	991	230729
134	1285	232014
135	5848	237862
136	3473	241335
137	2289	243624
138	1993	245617
139	1937	247554
140	2810	250364
141	5232	255596
142	1685	257281
143	2600	259881
144	2219	262100
145	3717	265817
146	2392	268209
147	3427	271636
148	4247	275883
149	3287	279170
150	3772	282942
151	2226	285168
152	4305	289473
153	4403	293876
154	374	294250
155	1223	295473
156	3351	298824
157	1475	300299
158	3432	303731
159	750	304481
160	2545	307026
161	3668	310694
162	1963	312657
163	3686	316343
164	3602	319945
165	6480	326425
166	2278	328703
167	812	329515
168	6498	336013
169	7552	343565
170	4993	348558
171	2377	350935
172	2729	353664
173	3370	357034
174	7492	364526
175	11022	375548
176	2885	378433
177	1969	380402
178	1569	381971
179	3569	385540
180	5051	390591
181	685	391276
182	3014	394290
183	4496	398786
184	3485	402271
185	3267	405538
186	5131	410669
187	2647	413316
188	3083	416399
189	5739	422138
190	7140	429278
191	5502	434780
192	3218	437998
193	5405	443403
194	3129	446532
195	4425	450957
196	1288	452245
197	3005	455250
198	11242	466492
199	2113	468605
200	4867	473472
201	3903	477375
202	2077	479452
203	6117	485569
204	6223	491792
205	6805	498597
206	4190	502787
207	4431	507218
208	6136	513354
209	3435	516789
210	8774	525563
211	3956	529519
212	2847	532366
213	4793	537159
214	5964	543123
215	5705	548828
216	5166	553994
217	2786	556780
218	5636	562416
219	5141	567557
220	9864	577421
221	9081	586502
222	4004	590506
223	7783	598289
224	6333	604622
225	1886	606508
226	12308	618816
227	783	619599
228	2658	622257
229	4884	627141
230	15228	642369
231	3116	645485
232	10922	656407
233	1585	657992
234	7901	665893
235	3151	669044
236	4243	673287
237	6068	679355
238	5878	685233
239	5752	690985
240	5982	696967
241	7234	704201
242	1778	705979
243	3815	709794
244	1509	711303
245	11462	722765
246	6106	728871
247	9660	738531
248	7985	746516
249	7900	754416
250	4677	759093
251	12310	771403
252	3495	774898
253	2524	777422
254	5215	782637
255	7809	790446
256	4463	794909
257	7302	802211
258	10879	813090
259	2242	815332
260	7871	823203
261	4920	828123
262	6928	835051
263	3590	838641
264	3684	842325
265	5173	847498
266	3144	850642
267	12528	863170
268	4025	867195
269	3986	871181
270	845	872026
271	4535	876561
272	856	877417
273	4621	882038
274	1319	883357
275	2651	886008
276	5690	891698
277	2214	893912
278	5809	899721
279	2690	902411
280	7175	909586
281	15521	925107
282	4250	929357
283	6218	935575
284	1780	937355
285	6993	944348
286	7018	951366
287	3932	955298
288	7459	962757
289	4714	967471
290	4388	971859
291	6031	977890
292	4273	982163
293	7577	989740
294	4299	994039
295	7293	1001332
296	6870	1008202
297	8581	1016783
298	11931	1028714
299	11269	1039983
300	3051	1043034
301	7214	1050248
302	2346	1052594
303	6258	1058852
304	11428	1070280
305	7538	1077818
306	9197	1087015
307	5571	1092586
308	3798	1096384
309	2863	1099247
310	19060	1118307
311	5579	1123886
312	16272	1140158
313	7844	1148002
314	2937	1150939
315	8346	1159285
316	2689	1161974
317	387	1162361
318	7250	1169611
319	6840	1176451
320	2323	1178774
321	2436	1181210
322	4445	1185655
323	8979	1194634
324	11562	1206196
325	4579	1210775
326	2598	1213373
327	1362	1214735
328	7536	1222271
329	6615	1228886
330	6862	1235748
331	6092	1241840
332	2053	1243893
333	7271	1251164
334	3873	1255037
335	10186	1265223
336	4476	1269699
337	3789	1273488
338	8702	1282190
339	19977	1302167
340	14980	1317147
341	5680	1322827
342	8169	1330996
343	7231	1338227
344	12470	1350697
345	6143	1356840
346	6682	1363522
347	5933	1369455
348	3056	1372511
349	2756	1375267
350	10135	1385402
351	9383	1394785
352	2166	1396951
353	7013	1403964
354	5172	1409136
355	9159	1418295
356	3214	1421509
357	10121	1431630
358	8281	1439911
359	9220	1449131
360	6619	1455750
361	6252	1462002
362	1487	1463489
363	4105	1467594
364	7993	1475587
365	582	1476169
366	5065	1481234
367	5252	1486486
368	12336	1498822
369	8433	1507255
370	1587	1508842
371	4183	1513025
372	9721	1522746
373	4305	1527051
374	10705	1537756
375	6774	1544530
376	4907	1549437
377	8408	1557845
378	9509	1567354
379	9509	1576863
380	8823	1585686
381	7466	1593152
382	3258	1596410
383	10109	1606519
384	3950	1610469
385	2678	1613147
386	5980	1619127
387	9978	1629105
388	6366	1635471
389	3582	1639053
390	1998	1641051
391	5222	1646273
392	2814	1649087
393	5759	1654846
394	1650	1656496
395	5188	1661684
396	10108	1671792
397	8377	1680169
398	4551	1684720
399	4169	1688889
400	1927	1690816
401	7409	1698225
402	10418	1708643
403	8050	1716693
404	5299	1721992
405	5940	1727932
406	5902	1733834
407	8682	1742516
408	7235	1749751
409	6607	1756358
410	9327	1765685
411	4343	1770028
412	6554	1776582
413	5688	1782270
414	7660	1789930
415	5956	1795886
416	2927	1798813
417	7254	1806067
418	3237	1809304
419	10052	1819356
420	2394	1821750
421	6854	1828604
422	4375	1832979
423	10438	1843417
424	7045	1850462
425	9947	1860409
426	2052	1862461
427	4685	1867146
428	5914	1873060
429	2220	1875280
430	3246	1878526
431	8112	1886638
432	3801	1890439
433	3355	1893794
434	2080	1895874
435	2748	1898622
436	8275	1906897
437	12847	1919744
438	8465	1928209
439	3972	1932181
440	4512	1936693
441	6444	1943137
442	8296	1951433
443	12424	1963857
444	5520	1969377
445	1393	1970770
446	7376	1978146
447	3229	1981375
448	2516	1983891
449	3066	1986957
450	8945	1995902
451	6020	2001922
452	7672	2009594
453	6629	2016223
454	6068	2022291
455	12317	2034608
456	7394	2042002
457	3239	2045241
458	5148	2050389
459	9063	2059452
460	8490	2067942
461	9161	2077103
462	4219	2081322
463	5277	2086599
464	3392	2089991
465	4103	2094094
466	7586	2101680
467	6238	2107918
468	5053	2112971
469	5958	2118929
470	14211	2133140
471	7915	2141055
472	11080	2152135
473	6623	2158758
474	4798	2163556
475	664	2164220
476	7426	2171646
477	13452	2185098
478	4490	2189588
479	11335	2200923
480	6223	2207146
481	4727	2211873
482	5690	2217563
483	2156	2219719
484	5435	2225154
485	5384	2230538
486	4883	2235421
487	1958	2237379
488	6409	2243788
489	4349	2248137
490	6379	2254516
491	4942	2259458
492	2959	2262417
493	6674	2269091
494	3708	2272799
495	8016	2280815
496	5407	2286222
497	7621	2293843
498	8732	2302575
499	2464	2305039
