Cycle	Now Cost	Total Cost

0	4913	4913
1	1425	6338
2	810	7148
3	426	7574
4	220	7794
5	8109	15903
6	1556	17459
7	1112	18571
8	561	19132
9	719	19851
10	5268	25119
11	1660	26779
12	931	27710
13	1174	28884
14	926	29810
15	3489	33299
16	821	34120
17	565	34685
18	512	35197
19	728	35925
20	439	36364
21	325	36689
22	447	37136
23	253	37389
24	537	37926
25	3107	41033
26	1333	42366
27	893	43259
28	736	43995
29	434	44429
30	7635	52064
31	1482	53546
32	1151	54697
33	1235	55932
34	651	56583
35	1616	58199
36	1291	59490
37	1133	60623
38	636	61259
39	502	61761
40	6572	68333
41	1880	70213
42	1102	71315
43	934	72249
44	938	73187
45	7273	80460
46	1571	82031
47	1098	83129
48	1051	84180
49	834	85014
50	8142	93156
51	1600	94756
52	1129	95885
53	1072	96957
54	787	97744
55	5050	102794
56	2477	105271
57	1333	106604
58	983	107587
59	774	108361
60	2899	111260
61	1209	112469
62	874	113343
63	852	114195
64	977	115172
65	8087	123259
66	2262	125521
67	1307	126828
68	1087	127915
69	1175	129090
70	852	129942
71	1792	131734
72	640	132374
73	806	133180
74	644	133824
75	2556	136380
76	606	136986
77	1464	138450
78	983	139433
79	836	140269
80	8912	149181
81	1752	150933
82	1316	152249
83	1168	153417
84	965	154382
85	7091	161473
86	1789	163262
87	1089	164351
88	789	165140
89	1024	166164
90	7722	173886
91	1961	175847
92	1296	177143
93	932	178075
94	855	178930
95	2782	181712
96	1515	183227
97	1218	184445
98	733	185178
99	885	186063
100	6118	192181
101	1836	194017
102	1981	195998
103	1032	197030
104	1003	198033
105	11008	209041
106	2154	211195
107	1677	212872
108	1090	213962
109	999	214961
110	11152	226113
111	2094	228207
112	1500	229707
113	1361	231068
114	979	232047
115	6608	238655
116	2038	240693
117	1548	242241
118	1303	243544
119	1442	244986
120	9377	254363
121	2475	256838
122	1379	258217
123	1188	259405
124	1174	260579
125	4273	264852
126	1333	266185
127	1283	267468
128	1198	268666
129	1313	269979
130	7053	277032
131	2050	279082
132	1672	280754
133	988	281742
134	849	282591
135	3200	285791
136	1486	287277
137	1467	288744
138	923	289667
139	1145	290812
140	2747	293559
141	1054	294613
142	1147	295760
143	816	296576
144	836	297412
145	1610	299022
146	821	299843
147	1057	300900
148	1163	302063
149	528	302591
150	8818	311409
151	2093	313502
152	954	314456
153	1167	315623
154	952	316575
155	4181	320756
156	1884	322640
157	1434	324074
158	1041	325115
159	1294	326409
160	7375	333784
161	2148	335932
162	1547	337479
163	1064	338543
164	1020	339563
165	7256	346819
166	1968	348787
167	1320	350107
168	1508	351615
169	1066	352681
170	10008	362689
171	2264	364953
172	1382	366335
173	1469	367804
174	1113	368917
175	7602	376519
176	1812	378331
177	1467	379798
178	1321	381119
179	1128	382247
180	1072	383319
181	854	384173
182	833	385006
183	723	385729
184	447	386176
185	1741	387917
186	530	388447
187	804	389251
188	304	389555
189	636	390191
190	3039	393230
191	1326	394556
192	2020	396576
193	1240	397816
194	1221	399037
195	2230	401267
196	1264	402531
197	479	403010
198	845	403855
199	1165	405020
200	211	405231
201	1096	406327
202	292	406619
203	555	407174
204	333	407507
205	4659	412166
206	1156	413322
207	568	413890
208	1046	414936
209	671	415607
210	4247	419854
211	1967	421821
212	1548	423369
213	1366	424735
214	917	425652
215	5692	431344
216	1578	432922
217	1581	434503
218	1032	435535
219	1422	436957
220	7211	444168
221	1969	446137
222	1739	447876
223	1501	449377
224	1121	450498
225	4855	455353
226	2161	457514
227	596	458110
228	794	458904
229	910	459814
230	5327	465141
231	2736	467877
232	1445	469322
233	1397	470719
234	1401	472120
235	7166	479286
236	2445	481731
237	1702	483433
238	1225	484658
239	1103	485761
240	6458	492219
241	1534	493753
242	1529	495282
243	1686	496968
244	1080	498048
245	3915	501963
246	1716	503679
247	1642	505321
248	1041	506362
249	1074	507436
250	673	508109
251	752	508861
252	1109	509970
253	477	510447
254	774	511221
255	1198	512419
256	616	513035
257	716	513751
258	349	514100
259	401	514501
260	364	514865
261	458	515323
262	947	516270
263	853	517123
264	170	517293
265	197	517490
266	1132	518622
267	244	518866
268	339	519205
269	473	519678
270	158	519836
271	96	519932
272	274	520206
273	663	520869
274	286	521155
275	279	521434
276	416	521850
277	733	522583
278	593	523176
279	525	523701
280	426	524127
281	960	525087
282	176	525263
283	246	525509
284	627	526136
285	529	526665
286	273	526938
287	668	527606
288	414	528020
289	138	528158
290	737	528895
291	777	529672
292	491	530163
293	318	530481
294	881	531362
295	1196	532558
296	122	532680
297	1184	533864
298	115	533979
299	0	533979
300	1089	535068
301	411	535479
302	651	536130
303	1333	537463
304	682	538145
305	825	538970
306	515	539485
307	758	540243
308	142	540385
309	789	541174
310	697	541871
311	813	542684
312	335	543019
313	353	543372
314	109	543481
315	232	543713
316	697	544410
317	402	544812
318	412	545224
319	481	545705
320	154	545859
321	722	546581
322	445	547026
323	1145	548171
324	1192	549363
325	156	549519
326	870	550389
327	434	550823
328	116	550939
329	250	551189
330	1387	552576
331	126	552702
332	383	553085
333	275	553360
334	628	553988
335	917	554905
336	847	555752
337	291	556043
338	0	556043
339	628	556671
340	408	557079
341	267	557346
342	345	557691
343	454	558145
344	134	558279
345	540	558819
346	1275	560094
347	876	560970
348	252	561222
349	435	561657
350	509	562166
351	234	562400
352	332	562732
353	721	563453
354	448	563901
355	278	564179
356	420	564599
357	142	564741
358	2920	567661
359	580	568241
360	981	569222
361	399	569621
362	712	570333
363	729	571062
364	253	571315
365	358	571673
366	788	572461
367	512	572973
368	299	573272
369	166	573438
370	1118	574556
371	387	574943
372	260	575203
373	608	575811
374	681	576492
375	680	577172
376	1326	578498
377	151	578649
378	783	579432
379	159	579591
380	360	579951
381	276	580227
382	512	580739
383	126	580865
384	239	581104
385	377	581481
386	482	581963
387	433	582396
388	265	582661
389	123	582784
390	310	583094
391	509	583603
392	556	584159
393	392	584551
394	148	584699
395	159	584858
396	524	585382
397	281	585663
398	407	586070
399	227	586297
400	582	586879
401	113	586992
402	166	587158
403	846	588004
404	111	588115
405	509	588624
406	244	588868
407	0	588868
408	0	588868
409	868	589736
410	128	589864
411	468	590332
412	249	590581
413	252	590833
414	234	591067
415	132	591199
416	1694	592893
417	390	593283
418	790	594073
419	754	594827
420	294	595121
421	498	595619
422	356	595975
423	817	596792
424	495	597287
425	291	597578
426	216	597794
427	0	597794
428	432	598226
429	962	599188
430	821	600009
431	468	600477
432	0	600477
433	154	600631
434	271	600902
435	130	601032
436	856	601888
437	656	602544
438	0	602544
439	236	602780
440	730	603510
441	146	603656
442	539	604195
443	108	604303
444	279	604582
445	268	604850
446	233	605083
447	468	605551
448	904	606455
449	0	606455
450	124	606579
451	553	607132
452	899	608031
453	369	608400
454	618	609018
455	405	609423
456	0	609423
457	284	609707
458	765	610472
459	186	610658
460	0	610658
461	295	610953
462	0	610953
463	235	611188
464	290	611478
465	113	611591
466	241	611832
467	637	612469
468	138	612607
469	157	612764
470	260	613024
471	133	613157
472	279	613436
473	434	613870
474	0	613870
475	113	613983
476	138	614121
477	368	614489
478	122	614611
479	249	614860
480	129	614989
481	462	615451
482	681	616132
483	140	616272
484	0	616272
485	428	616700
486	231	616931
487	140	617071
488	322	617393
489	823	618216
490	434	618650
491	0	618650
492	287	618937
493	132	619069
494	782	619851
495	280	620131
496	0	620131
497	278	620409
498	126	620535
499	0	620535
